,Actual,Predicted,Probability,Close,CashInHand,Stock_Value,Stratergy_Value,BuyHold_Value,Strategy_Value
2023-12-11,1,0,0.13856943,1220.6405029296875,113442.59056675115,0.0,113442.59056675115,105744.29470773999,113442.59056675115
2023-12-12,1,0,0.13032866,1203.1202392578125,113442.59056675115,0.0,113442.59056675115,104226.5112812279,113442.59056675115
2023-12-13,1,0,0.11119908,1208.03369140625,113442.59056675115,0.0,113442.59056675115,104652.16447786501,113442.59056675115
2023-12-14,1,0,0.077979885,1223.0228271484375,113442.59056675115,0.0,113442.59056675115,105950.67586064475,113442.59056675115
2023-12-15,1,0,0.065472916,1238.6324462890625,113442.59056675115,0.0,113442.59056675115,107302.93982593193,113442.59056675115
2023-12-18,1,0,0.08717523,1251.239013671875,113442.59056675115,0.0,113442.59056675115,108395.04890586296,113442.59056675115
2023-12-19,1,0,0.12305003,1269.6527099609375,113442.59056675115,0.0,113442.59056675115,109990.23055220033,113442.59056675115
2023-12-20,1,0,0.09784092,1254.2913818359375,113442.59056675115,0.0,113442.59056675115,108659.4760798937,113442.59056675115
2023-12-21,1,0,0.10724791,1271.8614501953125,113442.59056675115,0.0,113442.59056675115,110181.57409496825,113442.59056675115
2023-12-22,0,0,0.10392094,1273.1021728515625,113442.59056675115,0.0,113442.59056675115,110289.05811003917,113442.59056675115
2023-12-26,0,0,0.08958605,1279.554443359375,113442.59056675115,0.0,113442.59056675115,110848.01940329022,113442.59056675115
2023-12-27,0,0,0.09218668,1283.922119140625,113442.59056675115,0.0,113442.59056675115,111226.39190026361,113442.59056675115
2023-12-28,0,0,0.11914488,1293.203369140625,113442.59056675115,0.0,113442.59056675115,112030.42816884608,113442.59056675115
2023-12-29,0,0,0.1096252,1282.9791259765625,113442.59056675115,0.0,113442.59056675115,111033.555541578,113442.59056675115
